timestamp_ms,type,key,latency_ms,version,stale
1775590791047,WRITE,key46,1131,6,false
1775590791047,WRITE,key62,1131,8,false
1775590791047,WRITE,key63,1132,10,false
1775590791047,WRITE,key87,1131,8,false
1775590791047,WRITE,key1,1131,13,false
1775590791047,WRITE,key34,1140,10,false
1775590791047,WRITE,key91,1182,12,false
1775590791047,WRITE,key50,1189,6,false
1775590792180,WRITE,key60,1077,8,false
1775590792180,WRITE,key55,1078,7,false
1775590792180,WRITE,key95,1079,5,false
1775590792180,WRITE,key74,1077,12,false
1775590792188,WRITE,key58,1076,8,false
1775590792180,WRITE,key36,1088,9,false
1775590792229,WRITE,key13,1079,7,false
1775590792236,WRITE,key39,1079,12,false
1775590793259,READ,key58,61,8,false
1775590793315,READ,key66,57,6,false
1775590793321,READ,key76,56,7,false
1775590793259,WRITE,key32,1079,10,false
1775590793259,WRITE,key10,1080,7,false
1775590793258,WRITE,key77,1080,10,false
1775590793268,WRITE,key70,1074,6,false
1775590793264,WRITE,key1,1078,14,false
1775590793311,WRITE,key21,1083,8,false
1775590793373,WRITE,key20,1081,11,false
1775590793378,WRITE,key80,1080,10,false
1775590794343,WRITE,key36,1075,10,false
1775590794342,WRITE,key10,1076,8,false
1775590794339,WRITE,key16,1079,13,false
1775590794339,WRITE,key66,1079,7,false
1775590794340,WRITE,key70,1078,7,false
1775590794395,WRITE,key71,1083,11,false
1775590794459,WRITE,key26,1077,14,false
1775590794455,WRITE,key61,1082,7,false
1775590795536,READ,key92,56,7,false
1775590795419,WRITE,key1,1076,15,false
1775590795420,WRITE,key66,1076,8,false
1775590795419,WRITE,key60,1076,9,false
1775590795421,WRITE,key43,1074,12,false
1775590795420,WRITE,key63,1079,11,false
1775590795479,WRITE,key5,1082,7,false
1775590795592,WRITE,key11,1110,7,false
1775590795538,WRITE,key74,1164,13,false
1775590796496,WRITE,key51,1078,10,false
1775590796501,WRITE,key25,1073,11,false
1775590796497,WRITE,key8,1077,7,false
1775590796500,WRITE,key45,1075,10,false
1775590796498,WRITE,key9,1076,7,false
1775590797575,READ,key98,56,7,false
1775590797577,READ,key19,56,7,false
1775590796561,WRITE,key0,1081,9,false
1775590797642,READ,key62,54,8,false
1775590796703,WRITE,key0,1080,10,false
1775590796702,WRITE,key77,1081,11,false
1775590797575,WRITE,key59,1077,8,false
1775590797576,WRITE,key48,1076,5,false
1775590797574,WRITE,key67,1080,10,false
